FeedbackID,InterviewID,FeedbackText,SentimentScore
F3734,I2734,Strong analytical skills and clear communication. Noted experience in Django.,0.98
F3735,I2735,"Confident presenter, handled questions well. Noted experience in Docker.",0.754
F3736,I2736,Very good culture fit and leadership potential. Noted experience in HR Policies.,0.849
F3737,I2737,Excellent technical skills; solved problems well. Noted experience in Machine Learning.,0.938
F3738,I2738,Mixed answers; structure could improve. Noted experience in Communication.,0.465
F3739,I2739,Communication was weak; needs improvement. Noted experience in Django.,0.268
F3740,I2740,Mixed answers; structure could improve. Noted experience in Data Visualization.,0.522
F3741,I2741,Average performance; showed potential with some gaps. Noted experience in Data Visualization.,0.683
F3742,I2742,Average performance; showed potential with some gaps. Noted experience in Linux.,0.714
F3743,I2743,Mixed answers; structure could improve. Noted experience in Leadership.,0.71
F3744,I2744,Not a strong fit for the role currently. Noted experience in Interviewing.,0.372
F3745,I2745,Good skills but needs more industry experience. Noted experience in NLP.,0.484
F3746,I2746,Good skills but needs more industry experience. Noted experience in Numpy.,0.496
F3747,I2747,Struggled with problem solving and coding tasks. Noted experience in Numpy.,0.322
F3748,I2748,Communication was weak; needs improvement. Noted experience in Python.,0.427
F3749,I2749,Excellent technical skills; solved problems well. Noted experience in Django.,0.977
F3750,I2750,Good skills but needs more industry experience. Noted experience in Django.,0.611
F3751,I2751,Very good culture fit and leadership potential. Noted experience in Statistics.,0.98
F3752,I2752,"Confident presenter, handled questions well. Noted experience in HR Policies.",0.778
F3753,I2753,Excellent technical skills; solved problems well. Noted experience in Statistics.,0.899
F3754,I2754,Good skills but needs more industry experience. Noted experience in Excel.,0.742
F3755,I2755,Communication was weak; needs improvement. Noted experience in Excel.,0.115
F3756,I2756,Average performance; showed potential with some gaps. Noted experience in Statistics.,0.629
F3757,I2757,Average performance; showed potential with some gaps. Noted experience in Excel.,0.651
F3758,I2758,Excellent technical skills; solved problems well. Noted experience in Docker.,0.82
F3759,I2759,Mixed answers; structure could improve. Noted experience in Excel.,0.625
F3760,I2760,Mixed answers; structure could improve. Noted experience in Linux.,0.549
F3761,I2761,Mixed answers; structure could improve. Noted experience in JavaScript.,0.687
F3762,I2762,Average performance; showed potential with some gaps. Noted experience in Kubernetes.,0.663
F3763,I2763,Very good culture fit and leadership potential. Noted experience in Excel.,0.756
F3764,I2764,"Confident presenter, handled questions well. Noted experience in Excel.",0.775
F3765,I2765,Excellent technical skills; solved problems well. Noted experience in Docker.,0.773
F3766,I2766,Struggled with problem solving and coding tasks. Noted experience in React.,0.348
F3767,I2767,Good skills but needs more industry experience. Noted experience in Leadership.,0.585
F3768,I2768,Strong analytical skills and clear communication. Noted experience in Flask.,0.864
F3769,I2769,Mixed answers; structure could improve. Noted experience in Recruitment.,0.717
F3770,I2770,Good skills but needs more industry experience. Noted experience in SQL.,0.468
F3771,I2771,Not a strong fit for the role currently. Noted experience in HR Policies.,0.425
F3772,I2772,Mixed answers; structure could improve. Noted experience in Interviewing.,0.535
F3773,I2773,Communication was weak; needs improvement. Noted experience in Python.,0.367
F3774,I2774,Mixed answers; structure could improve. Noted experience in APIs.,0.727
F3775,I2775,Mixed answers; structure could improve. Noted experience in Machine Learning.,0.608
F3776,I2776,Excellent technical skills; solved problems well. Noted experience in Pandas.,0.836
F3777,I2777,Very good culture fit and leadership potential. Noted experience in React.,0.955
F3778,I2778,Very good culture fit and leadership potential. Noted experience in Pandas.,0.777
F3779,I2779,Very good culture fit and leadership potential. Noted experience in DAX.,0.851
F3780,I2780,Excellent technical skills; solved problems well. Noted experience in Pandas.,0.82
F3781,I2781,Mixed answers; structure could improve. Noted experience in Pandas.,0.473
F3782,I2782,Very good culture fit and leadership potential. Noted experience in Machine Learning.,0.79
F3783,I2783,Excellent technical skills; solved problems well. Noted experience in Leadership.,0.931
F3784,I2784,Mixed answers; structure could improve. Noted experience in Machine Learning.,0.74
F3785,I2785,Very good culture fit and leadership potential. Noted experience in Leadership.,0.974
F3786,I2786,Mixed answers; structure could improve. Noted experience in Power BI.,0.599
F3787,I2787,Excellent technical skills; solved problems well. Noted experience in HR Policies.,0.799
F3788,I2788,Mixed answers; structure could improve. Noted experience in Computer Vision.,0.587
F3789,I2789,Good skills but needs more industry experience. Noted experience in APIs.,0.478
F3790,I2790,Good skills but needs more industry experience. Noted experience in SQL.,0.636
F3791,I2791,Not a strong fit for the role currently. Noted experience in Statistics.,0.345
F3792,I2792,Average performance; showed potential with some gaps. Noted experience in Kubernetes.,0.599
F3793,I2793,Average performance; showed potential with some gaps. Noted experience in Leadership.,0.467
F3794,I2794,Average performance; showed potential with some gaps. Noted experience in Statistics.,0.489
F3795,I2795,Average performance; showed potential with some gaps. Noted experience in Deep Learning.,0.619
F3796,I2796,Good skills but needs more industry experience. Noted experience in Pandas.,0.695
F3797,I2797,Average performance; showed potential with some gaps. Noted experience in Leadership.,0.683
F3798,I2798,Good skills but needs more industry experience. Noted experience in Git.,0.742
F3799,I2799,Average performance; showed potential with some gaps. Noted experience in Statistics.,0.676
F3800,I2800,Mixed answers; structure could improve. Noted experience in React.,0.524
F3801,I2801,Struggled with problem solving and coding tasks. Noted experience in Statistics.,0.35
F3802,I2802,Strong analytical skills and clear communication. Noted experience in Pandas.,0.846
F3803,I2803,Communication was weak; needs improvement. Noted experience in React.,0.426
F3804,I2804,Not a strong fit for the role currently. Noted experience in React.,0.407
F3805,I2805,Strong analytical skills and clear communication. Noted experience in Power BI.,0.787
F3806,I2806,Excellent technical skills; solved problems well. Noted experience in Power BI.,0.788
F3807,I2807,Average performance; showed potential with some gaps. Noted experience in Kubernetes.,0.683
F3808,I2808,Good skills but needs more industry experience. Noted experience in Django.,0.531
F3809,I2809,Excellent technical skills; solved problems well. Noted experience in Computer Vision.,0.78
F3810,I2810,Mixed answers; structure could improve. Noted experience in React.,0.576
F3811,I2811,Mixed answers; structure could improve. Noted experience in Communication.,0.687
F3812,I2812,Excellent technical skills; solved problems well. Noted experience in Computer Vision.,0.98
F3813,I2813,Average performance; showed potential with some gaps. Noted experience in Pandas.,0.505
F3814,I2814,Communication was weak; needs improvement. Noted experience in APIs.,0.424
F3815,I2815,Good skills but needs more industry experience. Noted experience in Numpy.,0.574
F3816,I2816,Struggled with problem solving and coding tasks. Noted experience in Django.,0.266
F3817,I2817,Mixed answers; structure could improve. Noted experience in Leadership.,0.527
F3818,I2818,Strong analytical skills and clear communication. Noted experience in Leadership.,0.941
F3819,I2819,Struggled with problem solving and coding tasks. Noted experience in Django.,0.337
F3820,I2820,Good skills but needs more industry experience. Noted experience in Numpy.,0.711
F3821,I2821,Strong analytical skills and clear communication. Noted experience in Interviewing.,0.824
F3822,I2822,Very good culture fit and leadership potential. Noted experience in Recruitment.,0.898
F3823,I2823,Mixed answers; structure could improve. Noted experience in Tableau.,0.587
F3824,I2824,Very good culture fit and leadership potential. Noted experience in Kubernetes.,0.82
F3825,I2825,Mixed answers; structure could improve. Noted experience in NLP.,0.454
F3826,I2826,Good skills but needs more industry experience. Noted experience in Excel.,0.671
F3827,I2827,Struggled with problem solving and coding tasks. Noted experience in SQL.,0.331
F3828,I2828,Very good culture fit and leadership potential. Noted experience in Computer Vision.,0.765
F3829,I2829,Average performance; showed potential with some gaps. Noted experience in JavaScript.,0.502
F3830,I2830,Mixed answers; structure could improve. Noted experience in Interviewing.,0.605
F3831,I2831,Good skills but needs more industry experience. Noted experience in SQL.,0.712
F3832,I2832,Average performance; showed potential with some gaps. Noted experience in Cloud (Azure/AWS).,0.733
F3833,I2833,Average performance; showed potential with some gaps. Noted experience in Leadership.,0.577
F3834,I2834,Good skills but needs more industry experience. Noted experience in Stakeholder Management.,0.618
F3835,I2835,Not a strong fit for the role currently. Noted experience in Docker.,0.387
F3836,I2836,Very good culture fit and leadership potential. Noted experience in Excel.,0.911
F3837,I2837,Excellent technical skills; solved problems well. Noted experience in Excel.,0.809
F3838,I2838,"Confident presenter, handled questions well. Noted experience in Interviewing.",0.815
F3839,I2839,Mixed answers; structure could improve. Noted experience in Numpy.,0.65
F3840,I2840,Average performance; showed potential with some gaps. Noted experience in Git.,0.516
F3841,I2841,Good skills but needs more industry experience. Noted experience in Data Visualization.,0.571
F3842,I2842,Average performance; showed potential with some gaps. Noted experience in Machine Learning.,0.493
F3843,I2843,Struggled with problem solving and coding tasks. Noted experience in Django.,0.383
F3844,I2844,Strong analytical skills and clear communication. Noted experience in Statistics.,0.931
F3845,I2845,Mixed answers; structure could improve. Noted experience in Statistics.,0.65
F3846,I2846,Average performance; showed potential with some gaps. Noted experience in Tableau.,0.511
F3847,I2847,Very good culture fit and leadership potential. Noted experience in Kubernetes.,0.98
F3848,I2848,"Confident presenter, handled questions well. Noted experience in Machine Learning.",0.842
F3849,I2849,Mixed answers; structure could improve. Noted experience in DAX.,0.474
F3850,I2850,Mixed answers; structure could improve. Noted experience in Docker.,0.678
F3851,I2851,Good skills but needs more industry experience. Noted experience in Git.,0.627
F3852,I2852,Good skills but needs more industry experience. Noted experience in Kubernetes.,0.741
F3853,I2853,Good skills but needs more industry experience. Noted experience in Kubernetes.,0.64
F3854,I2854,"Confident presenter, handled questions well. Noted experience in APIs.",0.821
F3855,I2855,Mixed answers; structure could improve. Noted experience in Recruitment.,0.677
F3856,I2856,Mixed answers; structure could improve. Noted experience in Django.,0.663
F3857,I2857,Struggled with problem solving and coding tasks. Noted experience in Tableau.,0.377
F3858,I2858,Very good culture fit and leadership potential. Noted experience in Interviewing.,0.96
F3859,I2859,Struggled with problem solving and coding tasks. Noted experience in Communication.,0.309
F3860,I2860,Excellent technical skills; solved problems well. Noted experience in Interviewing.,0.98
F3861,I2861,Average performance; showed potential with some gaps. Noted experience in DAX.,0.617
F3862,I2862,Mixed answers; structure could improve. Noted experience in Python.,0.55
F3863,I2863,Average performance; showed potential with some gaps. Noted experience in DAX.,0.614
F3864,I2864,"Confident presenter, handled questions well. Noted experience in Docker.",0.767
F3865,I2865,Good skills but needs more industry experience. Noted experience in Statistics.,0.726
F3866,I2866,Communication was weak; needs improvement. Noted experience in HR Policies.,0.339
F3867,I2867,Average performance; showed potential with some gaps. Noted experience in Power BI.,0.622
F3868,I2868,Mixed answers; structure could improve. Noted experience in Power BI.,0.5
F3869,I2869,Mixed answers; structure could improve. Noted experience in Statistics.,0.715
F3870,I2870,Average performance; showed potential with some gaps. Noted experience in Docker.,0.506
F3871,I2871,Good skills but needs more industry experience. Noted experience in Tableau.,0.7
F3872,I2872,Good skills but needs more industry experience. Noted experience in Linux.,0.548
F3873,I2873,Average performance; showed potential with some gaps. Noted experience in APIs.,0.633
F3874,I2874,Good skills but needs more industry experience. Noted experience in Communication.,0.595
F3875,I2875,Good skills but needs more industry experience. Noted experience in Django.,0.618
F3876,I2876,Excellent technical skills; solved problems well. Noted experience in SQL.,0.831
F3877,I2877,Average performance; showed potential with some gaps. Noted experience in SQL.,0.744
F3878,I2878,Very good culture fit and leadership potential. Noted experience in Django.,0.816
F3879,I2879,Struggled with problem solving and coding tasks. Noted experience in Django.,0.371
F3880,I2880,Not a strong fit for the role currently. Noted experience in Recruitment.,0.308
F3881,I2881,Struggled with problem solving and coding tasks. Noted experience in NLP.,0.289
F3882,I2882,Very good culture fit and leadership potential. Noted experience in NLP.,0.783
F3883,I2883,Average performance; showed potential with some gaps. Noted experience in React.,0.58
F3884,I2884,Good skills but needs more industry experience. Noted experience in Git.,0.455
F3885,I2885,Not a strong fit for the role currently. Noted experience in Flask.,0.377
F3886,I2886,Not a strong fit for the role currently. Noted experience in Git.,0.404
F3887,I2887,Mixed answers; structure could improve. Noted experience in Docker.,0.599
F3888,I2888,Communication was weak; needs improvement. Noted experience in Linux.,0.387
F3889,I2889,Good skills but needs more industry experience. Noted experience in Power BI.,0.614
F3890,I2890,Mixed answers; structure could improve. Noted experience in Communication.,0.593
F3891,I2891,Mixed answers; structure could improve. Noted experience in Pandas.,0.7
F3892,I2892,Average performance; showed potential with some gaps. Noted experience in Excel.,0.711
F3893,I2893,Average performance; showed potential with some gaps. Noted experience in Excel.,0.627
F3894,I2894,Mixed answers; structure could improve. Noted experience in Statistics.,0.559
F3895,I2895,Strong analytical skills and clear communication. Noted experience in Excel.,0.823
F3896,I2896,Strong analytical skills and clear communication. Noted experience in Data Visualization.,0.788
F3897,I2897,Good skills but needs more industry experience. Noted experience in Excel.,0.733
F3898,I2898,Mixed answers; structure could improve. Noted experience in Interviewing.,0.649
F3899,I2899,Mixed answers; structure could improve. Noted experience in Machine Learning.,0.65
F3900,I2900,Good skills but needs more industry experience. Noted experience in React.,0.616
F3901,I2901,Average performance; showed potential with some gaps. Noted experience in DAX.,0.508
F3902,I2902,Struggled with problem solving and coding tasks. Noted experience in Statistics.,0.343
F3903,I2903,Average performance; showed potential with some gaps. Noted experience in HR Policies.,0.736
F3904,I2904,Average performance; showed potential with some gaps. Noted experience in Tableau.,0.608
F3905,I2905,Mixed answers; structure could improve. Noted experience in Tableau.,0.608
F3906,I2906,Mixed answers; structure could improve. Noted experience in Recruitment.,0.709
F3907,I2907,Average performance; showed potential with some gaps. Noted experience in HR Policies.,0.722
F3908,I2908,"Confident presenter, handled questions well. Noted experience in Statistics.",0.98
F3909,I2909,Excellent technical skills; solved problems well. Noted experience in Statistics.,0.875
F3910,I2910,Good skills but needs more industry experience. Noted experience in Recruitment.,0.728
F3911,I2911,Average performance; showed potential with some gaps. Noted experience in Statistics.,0.657
F3912,I2912,Mixed answers; structure could improve. Noted experience in Linux.,0.68
F3913,I2913,Average performance; showed potential with some gaps. Noted experience in Recruitment.,0.586
F3914,I2914,Very good culture fit and leadership potential. Noted experience in Data Visualization.,0.944
F3915,I2915,Good skills but needs more industry experience. Noted experience in Statistics.,0.718
F3916,I2916,Strong analytical skills and clear communication. Noted experience in Pandas.,0.8
F3917,I2917,Communication was weak; needs improvement. Noted experience in Numpy.,0.207
F3918,I2918,Mixed answers; structure could improve. Noted experience in Interviewing.,0.584
F3919,I2919,Excellent technical skills; solved problems well. Noted experience in Stakeholder Management.,0.752
F3920,I2920,Not a strong fit for the role currently. Noted experience in Statistics.,0.387
F3921,I2921,Strong analytical skills and clear communication. Noted experience in Power BI.,0.939
F3922,I2922,Struggled with problem solving and coding tasks. Noted experience in Recruitment.,0.35
F3923,I2923,Mixed answers; structure could improve. Noted experience in Numpy.,0.579
F3924,I2924,Average performance; showed potential with some gaps. Noted experience in Interviewing.,0.59
F3925,I2925,Excellent technical skills; solved problems well. Noted experience in React.,0.811
F3926,I2926,Good skills but needs more industry experience. Noted experience in React.,0.541
F3927,I2927,Average performance; showed potential with some gaps. Noted experience in Excel.,0.747
F3928,I2928,Good skills but needs more industry experience. Noted experience in Recruitment.,0.505
F3929,I2929,Mixed answers; structure could improve. Noted experience in Cloud (Azure/AWS).,0.557
F3930,I2930,Good skills but needs more industry experience. Noted experience in Machine Learning.,0.574
F3931,I2931,Average performance; showed potential with some gaps. Noted experience in Data Visualization.,0.709
F3932,I2932,Good skills but needs more industry experience. Noted experience in Cloud (Azure/AWS).,0.686
F3933,I2933,Average performance; showed potential with some gaps. Noted experience in JavaScript.,0.631
F3934,I2934,Struggled with problem solving and coding tasks. Noted experience in Machine Learning.,0.137
F3935,I2935,"Confident presenter, handled questions well. Noted experience in NLP.",0.758
F3936,I2936,Average performance; showed potential with some gaps. Noted experience in NLP.,0.682
F3937,I2937,Average performance; showed potential with some gaps. Noted experience in Flask.,0.584
F3938,I2938,Mixed answers; structure could improve. Noted experience in Flask.,0.691
F3939,I2939,Good skills but needs more industry experience. Noted experience in Docker.,0.517
F3940,I2940,Excellent technical skills; solved problems well. Noted experience in Cloud (Azure/AWS).,0.857
F3941,I2941,Mixed answers; structure could improve. Noted experience in Cloud (Azure/AWS).,0.58
F3942,I2942,Average performance; showed potential with some gaps. Noted experience in Leadership.,0.684
F3943,I2943,Good skills but needs more industry experience. Noted experience in Git.,0.738
F3944,I2944,Mixed answers; structure could improve. Noted experience in Git.,0.624
F3945,I2945,Good skills but needs more industry experience. Noted experience in Cloud (Azure/AWS).,0.691
F3946,I2946,Very good culture fit and leadership potential. Noted experience in Docker.,0.792
F3947,I2947,Struggled with problem solving and coding tasks. Noted experience in Deep Learning.,0.362
F3948,I2948,Good skills but needs more industry experience. Noted experience in Data Visualization.,0.569
F3949,I2949,Excellent technical skills; solved problems well. Noted experience in Tableau.,0.98
F3950,I2950,Mixed answers; structure could improve. Noted experience in Data Visualization.,0.655
F3951,I2951,Mixed answers; structure could improve. Noted experience in Recruitment.,0.668
F3952,I2952,Average performance; showed potential with some gaps. Noted experience in Interviewing.,0.74
F3953,I2953,Not a strong fit for the role currently. Noted experience in Excel.,0.431
F3954,I2954,Strong analytical skills and clear communication. Noted experience in Interviewing.,0.834
F3955,I2955,Good skills but needs more industry experience. Noted experience in Recruitment.,0.554
F3956,I2956,Very good culture fit and leadership potential. Noted experience in Excel.,0.756
F3957,I2957,Average performance; showed potential with some gaps. Noted experience in HR Policies.,0.73
F3958,I2958,Average performance; showed potential with some gaps. Noted experience in HR Policies.,0.599
F3959,I2959,Average performance; showed potential with some gaps. Noted experience in Kubernetes.,0.515
F3960,I2960,"Confident presenter, handled questions well. Noted experience in Machine Learning.",0.851
F3961,I2961,Average performance; showed potential with some gaps. Noted experience in DAX.,0.662
F3962,I2962,Average performance; showed potential with some gaps. Noted experience in DAX.,0.518
F3963,I2963,Not a strong fit for the role currently. Noted experience in Django.,0.441
F3964,I2964,Mixed answers; structure could improve. Noted experience in Data Visualization.,0.646
F3965,I2965,Very good culture fit and leadership potential. Noted experience in Cloud (Azure/AWS).,0.98
F3966,I2966,Communication was weak; needs improvement. Noted experience in SQL.,0.294
F3967,I2967,Strong analytical skills and clear communication. Noted experience in React.,0.98
F3968,I2968,Excellent technical skills; solved problems well. Noted experience in APIs.,0.824
F3969,I2969,Mixed answers; structure could improve. Noted experience in Machine Learning.,0.581
F3970,I2970,"Confident presenter, handled questions well. Noted experience in Machine Learning.",0.784
F3971,I2971,Average performance; showed potential with some gaps. Noted experience in Pandas.,0.683
F3972,I2972,Good skills but needs more industry experience. Noted experience in Linux.,0.474
F3973,I2973,"Confident presenter, handled questions well. Noted experience in APIs.",0.818
F3974,I2974,Very good culture fit and leadership potential. Noted experience in Linux.,0.865
F3975,I2975,Strong analytical skills and clear communication. Noted experience in Linux.,0.778
F3976,I2976,Struggled with problem solving and coding tasks. Noted experience in Kubernetes.,0.26
F3977,I2977,Mixed answers; structure could improve. Noted experience in Kubernetes.,0.655
F3978,I2978,Average performance; showed potential with some gaps. Noted experience in HR Policies.,0.695
F3979,I2979,Good skills but needs more industry experience. Noted experience in Stakeholder Management.,0.65
F3980,I2980,Communication was weak; needs improvement. Noted experience in SQL.,0.298
F3981,I2981,Average performance; showed potential with some gaps. Noted experience in Git.,0.629
F3982,I2982,Not a strong fit for the role currently. Noted experience in Leadership.,0.402
F3983,I2983,Average performance; showed potential with some gaps. Noted experience in React.,0.661
F3984,I2984,Good skills but needs more industry experience. Noted experience in React.,0.579
F3985,I2985,"Confident presenter, handled questions well. Noted experience in NLP.",0.896
F3986,I2986,Communication was weak; needs improvement. Noted experience in SQL.,0.356
F3987,I2987,Average performance; showed potential with some gaps. Noted experience in Statistics.,0.528
F3988,I2988,Mixed answers; structure could improve. Noted experience in Flask.,0.557
F3989,I2989,Mixed answers; structure could improve. Noted experience in Data Visualization.,0.494
F3990,I2990,Strong analytical skills and clear communication. Noted experience in Computer Vision.,0.98
F3991,I2991,Very good culture fit and leadership potential. Noted experience in APIs.,0.853
F3992,I2992,Good skills but needs more industry experience. Noted experience in Flask.,0.463
F3993,I2993,Strong analytical skills and clear communication. Noted experience in Flask.,0.832
F3994,I2994,Average performance; showed potential with some gaps. Noted experience in Excel.,0.662
F3995,I2995,Average performance; showed potential with some gaps. Noted experience in Recruitment.,0.723
F3996,I2996,Strong analytical skills and clear communication. Noted experience in Cloud (Azure/AWS).,0.762
F3997,I2997,Very good culture fit and leadership potential. Noted experience in Excel.,0.791
F3998,I2998,Strong analytical skills and clear communication. Noted experience in Data Visualization.,0.96
F3999,I2999,Mixed answers; structure could improve. Noted experience in Data Visualization.,0.694
F4000,I3000,Excellent technical skills; solved problems well. Noted experience in Kubernetes.,0.869
F4001,I3001,Struggled with problem solving and coding tasks. Noted experience in Python.,0.282
F4002,I3002,Not a strong fit for the role currently. Noted experience in Excel.,0.335
F4003,I3003,"Confident presenter, handled questions well. Noted experience in Machine Learning.",0.788
F4004,I3004,Mixed answers; structure could improve. Noted experience in Communication.,0.639
F4005,I3005,"Confident presenter, handled questions well. Noted experience in Linux.",0.929
F4006,I3006,Mixed answers; structure could improve. Noted experience in Communication.,0.675
F4007,I3007,"Confident presenter, handled questions well. Noted experience in Git.",0.808
F4008,I3008,Mixed answers; structure could improve. Noted experience in Communication.,0.547
F4009,I3009,Excellent technical skills; solved problems well. Noted experience in Kubernetes.,0.871
F4010,I3010,Good skills but needs more industry experience. Noted experience in Git.,0.46
F4011,I3011,Mixed answers; structure could improve. Noted experience in APIs.,0.684
F4012,I3012,Good skills but needs more industry experience. Noted experience in Linux.,0.693
F4013,I3013,Good skills but needs more industry experience. Noted experience in Linux.,0.595
F4014,I3014,Average performance; showed potential with some gaps. Noted experience in Leadership.,0.574
F4015,I3015,Good skills but needs more industry experience. Noted experience in SQL.,0.695
F4016,I3016,Communication was weak; needs improvement. Noted experience in Numpy.,0.29
F4017,I3017,"Confident presenter, handled questions well. Noted experience in Leadership.",0.786
F4018,I3018,Average performance; showed potential with some gaps. Noted experience in Deep Learning.,0.653
F4019,I3019,Good skills but needs more industry experience. Noted experience in Deep Learning.,0.575
F4020,I3020,Good skills but needs more industry experience. Noted experience in Stakeholder Management.,0.623
F4021,I3021,Mixed answers; structure could improve. Noted experience in React.,0.604
F4022,I3022,Mixed answers; structure could improve. Noted experience in React.,0.521
F4023,I3023,Mixed answers; structure could improve. Noted experience in Stakeholder Management.,0.483
F4024,I3024,Mixed answers; structure could improve. Noted experience in Pandas.,0.618
F4025,I3025,Good skills but needs more industry experience. Noted experience in APIs.,0.455
F4026,I3026,Excellent technical skills; solved problems well. Noted experience in NLP.,0.751
F4027,I3027,"Confident presenter, handled questions well. Noted experience in APIs.",0.963
F4028,I3028,Not a strong fit for the role currently. Noted experience in SQL.,0.354
F4029,I3029,Mixed answers; structure could improve. Noted experience in Docker.,0.491
F4030,I3030,Good skills but needs more industry experience. Noted experience in Pandas.,0.749
F4031,I3031,Mixed answers; structure could improve. Noted experience in Data Visualization.,0.748
F4032,I3032,Average performance; showed potential with some gaps. Noted experience in Data Visualization.,0.715
F4033,I3033,Mixed answers; structure could improve. Noted experience in Pandas.,0.523
F4034,I3034,Strong analytical skills and clear communication. Noted experience in Computer Vision.,0.78
F4035,I3035,Average performance; showed potential with some gaps. Noted experience in Data Visualization.,0.53
F4036,I3036,Strong analytical skills and clear communication. Noted experience in React.,0.82
F4037,I3037,Communication was weak; needs improvement. Noted experience in DAX.,0.387
F4038,I3038,Not a strong fit for the role currently. Noted experience in NLP.,0.414
F4039,I3039,Good skills but needs more industry experience. Noted experience in Machine Learning.,0.506
F4040,I3040,Good skills but needs more industry experience. Noted experience in Interviewing.,0.514
F4041,I3041,Mixed answers; structure could improve. Noted experience in Leadership.,0.632
F4042,I3042,Strong analytical skills and clear communication. Noted experience in Kubernetes.,0.98
F4043,I3043,Mixed answers; structure could improve. Noted experience in Kubernetes.,0.526
F4044,I3044,Mixed answers; structure could improve. Noted experience in Linux.,0.537
F4045,I3045,Mixed answers; structure could improve. Noted experience in Interviewing.,0.565
F4046,I3046,"Confident presenter, handled questions well. Noted experience in SQL.",0.753
F4047,I3047,Mixed answers; structure could improve. Noted experience in HR Policies.,0.56
F4048,I3048,Mixed answers; structure could improve. Noted experience in Python.,0.631
F4049,I3049,Average performance; showed potential with some gaps. Noted experience in Leadership.,0.619
F4050,I3050,Mixed answers; structure could improve. Noted experience in HR Policies.,0.519
F4051,I3051,Excellent technical skills; solved problems well. Noted experience in Linux.,0.88
F4052,I3052,Average performance; showed potential with some gaps. Noted experience in Numpy.,0.578
F4053,I3053,Mixed answers; structure could improve. Noted experience in Numpy.,0.512
F4054,I3054,Strong analytical skills and clear communication. Noted experience in Cloud (Azure/AWS).,0.979
F4055,I3055,Struggled with problem solving and coding tasks. Noted experience in Stakeholder Management.,0.299
F4056,I3056,Struggled with problem solving and coding tasks. Noted experience in Stakeholder Management.,0.192
F4057,I3057,Mixed answers; structure could improve. Noted experience in Cloud (Azure/AWS).,0.738
F4058,I3058,"Confident presenter, handled questions well. Noted experience in SQL.",0.801
F4059,I3059,Struggled with problem solving and coding tasks. Noted experience in Computer Vision.,0.395
F4060,I3060,Good skills but needs more industry experience. Noted experience in Pandas.,0.585
F4061,I3061,"Confident presenter, handled questions well. Noted experience in Computer Vision.",0.8
F4062,I3062,Not a strong fit for the role currently. Noted experience in React.,0.316
F4063,I3063,Average performance; showed potential with some gaps. Noted experience in Leadership.,0.535
F4064,I3064,Struggled with problem solving and coding tasks. Noted experience in JavaScript.,0.275
F4065,I3065,Struggled with problem solving and coding tasks. Noted experience in Cloud (Azure/AWS).,0.339
F4066,I3066,Good skills but needs more industry experience. Noted experience in Statistics.,0.558
F4067,I3067,"Confident presenter, handled questions well. Noted experience in Kubernetes.",0.836
F4068,I3068,Mixed answers; structure could improve. Noted experience in Git.,0.605
F4069,I3069,Good skills but needs more industry experience. Noted experience in HR Policies.,0.582
F4070,I3070,Good skills but needs more industry experience. Noted experience in Docker.,0.519
F4071,I3071,Mixed answers; structure could improve. Noted experience in NLP.,0.522
F4072,I3072,Struggled with problem solving and coding tasks. Noted experience in Flask.,0.423
F4073,I3073,Communication was weak; needs improvement. Noted experience in Git.,0.179
F4074,I3074,Very good culture fit and leadership potential. Noted experience in Docker.,0.806
F4075,I3075,Good skills but needs more industry experience. Noted experience in Communication.,0.745
F4076,I3076,Good skills but needs more industry experience. Noted experience in Git.,0.558
F4077,I3077,Mixed answers; structure could improve. Noted experience in Docker.,0.658
F4078,I3078,Very good culture fit and leadership potential. Noted experience in Leadership.,0.87
F4079,I3079,Not a strong fit for the role currently. Noted experience in DAX.,0.349
F4080,I3080,Good skills but needs more industry experience. Noted experience in Flask.,0.482
F4081,I3081,Not a strong fit for the role currently. Noted experience in Power BI.,0.335
F4082,I3082,"Confident presenter, handled questions well. Noted experience in Flask.",0.98
F4083,I3083,"Confident presenter, handled questions well. Noted experience in Django.",0.892
F4084,I3084,Average performance; showed potential with some gaps. Noted experience in Docker.,0.468
F4085,I3085,Good skills but needs more industry experience. Noted experience in Python.,0.739
F4086,I3086,Very good culture fit and leadership potential. Noted experience in Tableau.,0.98
F4087,I3087,Good skills but needs more industry experience. Noted experience in Python.,0.496
F4088,I3088,"Confident presenter, handled questions well. Noted experience in React.",0.949
F4089,I3089,Struggled with problem solving and coding tasks. Noted experience in React.,0.353
F4090,I3090,Very good culture fit and leadership potential. Noted experience in Data Visualization.,0.863
F4091,I3091,Good skills but needs more industry experience. Noted experience in Excel.,0.686
F4092,I3092,Average performance; showed potential with some gaps. Noted experience in Data Visualization.,0.561
F4093,I3093,Not a strong fit for the role currently. Noted experience in Django.,0.419
F4094,I3094,Communication was weak; needs improvement. Noted experience in Leadership.,0.38
F4095,I3095,Good skills but needs more industry experience. Noted experience in JavaScript.,0.584
F4096,I3096,Struggled with problem solving and coding tasks. Noted experience in Interviewing.,0.445
F4097,I3097,Excellent technical skills; solved problems well. Noted experience in Numpy.,0.973
F4098,I3098,Communication was weak; needs improvement. Noted experience in Statistics.,0.304
F4099,I3099,Good skills but needs more industry experience. Noted experience in Numpy.,0.707
F4100,I3100,Not a strong fit for the role currently. Noted experience in Data Visualization.,0.414
